"Case ID","Case","Configurations","Created at","Created by","Description","Description","Estimate","Expected","Folder","Forecast","Issues","Priority","State","Status (latest)","Status date","Steps (Expected)","Steps (Step)","Tags","Template","Updated at","Updated by"
"9969","TM9969_CNP_PaymentAPI_Verify_ Post_API_get_paypage_id","","2024-10-19T03:29:25.003Z","Mercedes Hung","<p>see collection</p>","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2024-10-19T03:31:03.001Z","Mercedes Hung"
"9970","TM9980_CNP_PaymentAPI_Verify_ Post_API_authenticate","","2024-10-19T03:29:55.461Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2024-10-19T03:30:37.229Z","Mercedes Hung"
"12623","TM12623_CNP_PaymentAPI_authorize_card_paypage","","2024-10-29T01:36:01.151Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2024-10-29T01:36:30.762Z","Mercedes Hung"
"12624","TM12624_CNP_PaymentAPI_authorize_card_token","","2024-10-29T01:37:28.707Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2024-10-29T01:37:49.686Z","Mercedes Hung"
"12625","TM12625_CNP_PaymentAPI_Verify_ process_card_paypage","","2024-10-29T01:38:24.604Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2024-10-29T01:38:42.826Z","Mercedes Hung"
"12733","TM12733_CNP_PaymentAPI_Verify_ refund_transactons","","2024-11-06T03:56:38.726Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2024-11-06T03:57:14.690Z","Mercedes Hung"
"12734","TM12734_CNP_PaymentAPI_Verify_ process_card_safetech_token_test_void","","2024-11-06T03:58:05.330Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2024-11-06T03:58:30.844Z","Mercedes Hung"
"12735","TM12735_CNP_PaymentAPI_Verify_ void_transaction","","2024-11-06T03:59:16.418Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2024-11-06T03:59:38.830Z","Mercedes Hung"
"12736","TM12736_CNP_PaymentAPI_Verify_ process_card_safetech_token_test_refund","","2024-11-06T04:00:25.813Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","",""
"12750","TM12750_CNP_PaymentAPI_Verify_ refund_transactons_by_card_page_pay","","2024-11-07T18:41:36.674Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2024-11-07T18:41:58.625Z","Mercedes Hung"
"13248","TM13248_CNP_PaymentAPI_Verify_Visa_Debit_Master_AMEX_Discover_cards_Process_paypage","","2024-12-05T19:31:48.162Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2024-12-05T20:00:53.414Z","Mercedes Hung"
"13602","TM13602_CNP_PaymentAPI_Verify_Invalid_CreditCards_ErrorMessages","","2024-12-20T01:19:24.750Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2024-12-20T01:35:54.269Z","Mercedes Hung"
"67408","TM67408_CNP_ProcessCardMethods_Visa_API","","2025-05-16T00:54:09.390Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2025-05-16T00:59:04.858Z","Mercedes Hung"
"67409","TM67409_CNP_ProcessCardMethods_MasterCard_API","","2025-05-16T00:55:06.193Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2025-05-16T00:59:22.236Z","Mercedes Hung"
"67410","TM67410_CNP_ProcessCardMethods_Discovery_API","","2025-05-16T00:56:50.494Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2025-05-16T00:59:39.177Z","Mercedes Hung"
"67411","TM67411_CNP_ProcessCardMethods_AmericanExpress_API","","2025-05-16T00:57:01.050Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2025-05-16T00:59:59.989Z","Mercedes Hung"
"67412","TM67412_CNP_ProcessCardMethods_DebitCard_API","","2025-05-16T00:57:10.065Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2025-05-16T01:00:19.361Z","Mercedes Hung"
"67413","TM67413_CNP_PaymentAPI_Verify_Invalid_CreditCards_ErrorMessage_Invalid_ZipCode","","2025-05-16T01:05:28.261Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","2025-05-16T01:05:54.661Z","Mercedes Hung"
"67414","TM67414_CNP_PaymentAPI_Verify_Invalid_CreditCards_ErrorMessage_InsufficientFunds","","2025-05-16T01:06:53.319Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","",""
"67415","TM67415_CNP_PaymentAPI_Verify_Invalid_CreditCards_ErrorMessage_Invalid_CVV","","2025-05-16T01:07:43.141Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","",""
"67416","TM67416_CNP_PaymentAPI_Verify_Invalid_CreditCards_ErrorMessage_ExpiredCards","","2025-05-16T01:08:12.644Z","Mercedes Hung","","","","","Card No Present - CNP","","","Normal","Active","","","","","","Case (text)","",""
"13351","TM13351_Verify_Credit_Card_Present_Get_Card_Token","","2024-12-12T19:31:11.551Z","Mercedes Hung","","","","","Card Present Payment API","","","Normal","Active","","","","","","Case (text)","2024-12-12T19:32:13.417Z","Mercedes Hung"
"13352","TM13352_Verify_Credit_Card_Present_Charge_Card","","2024-12-12T19:31:26.799Z","Mercedes Hung","","","","","Card Present Payment API","","","Normal","Active","","","","","","Case (text)","2024-12-12T19:32:30.950Z","Mercedes Hung"
"13557","TM13557_Verify_Credit_Card_Present_Refund_Transaction","","2024-12-18T22:05:39.001Z","Mercedes Hung","","","","","Card Present Payment API","","","Normal","Active","","","","","","Case (text)","2024-12-18T22:06:25.531Z","Mercedes Hung"
"13558","TM13558_Verify_Credit_Card_Present_Void_Transaction","","2024-12-18T22:05:52.202Z","Mercedes Hung","","","","","Card Present Payment API","","","Normal","Active","","","","","","Case (text)","2024-12-18T22:06:49.294Z","Mercedes Hung"
"50240","TMxxx_Verify_Merchant_Provisioning_x???","","2025-04-07T20:22:16.614Z","Mercedes Hung","","","","","Merchant Provisioning","","","Normal","Active","","","","","","Case (text)","",""
"294960","TM294960_Verify_Payment_Provisioning_Create_POST_API","","2026-05-18T18:55:30.498Z","Mercedes Hung","","","","","Merchant Provisioning","","","Normal","Active","","","","","","Case (text)","2026-05-18T18:57:24.338Z","Mercedes Hung"
"294961","TM294961_Verify_Payment_Provisioning_Update_POST_API","","2026-05-18T18:55:39.773Z","Mercedes Hung","","","","","Merchant Provisioning","","","Normal","Active","","","","","","Case (text)","2026-05-18T18:57:40.947Z","Mercedes Hung"
"294962","TM294962_Verify_Payment_Provisioning_Read_GET_API","","2026-05-18T18:55:49.453Z","Mercedes Hung","","","","","Merchant Provisioning","","","Normal","Active","","","","","","Case (text)","2026-05-18T18:57:54.733Z","Mercedes Hung"
"167792","TM167792_TokenVaultAPI_PayPage_POST_get_paypage_id_Mastercard","","2025-11-10T17:24:02.096Z","Mercedes Hung","","","","","TokenVault v2","","","Normal","Active","","","","","","Case (text)","2025-11-10T18:29:10.087Z","Mercedes Hung"
"167793","TM167793_TokenVaultAPI_PayPage_POST_get_paypage_id_Amex","","2025-11-10T17:24:10.171Z","Mercedes Hung","","","","","TokenVault v2","","","Normal","Active","","","","","","Case (text)","2025-11-10T18:33:22.571Z","Mercedes Hung"
"167794","TM167794_TokenVaultAPI_PayPage_POST_get_paypage_id_Discover","","2025-11-10T17:24:19.915Z","Mercedes Hung","","","","","TokenVault v2","","","Normal","Active","","","","","","Case (text)","2025-11-10T18:33:39.038Z","Mercedes Hung"
"167795","TM167795_TokenVaultAPI_PayPage_POST_get_paypage_id_Mastercard_expired","","2025-11-10T17:24:29.989Z","Mercedes Hung","","","","","TokenVault v2","","","Normal","Active","","","","","","Case (text)","2025-11-10T18:35:12.816Z","Mercedes Hung"
"167796","TM167796_TokenVaultAPI_PayPage_POST_get_paypage_id_visa_Insuficient_Amount","","2025-11-10T17:24:46.133Z","Mercedes Hung","","","","","TokenVault v2","","","Normal","Active","","","","","","Case (text)","2025-11-10T18:35:21.548Z","Mercedes Hung"
"167797","TM167797_TokenVaultAPI_PayPage_POST_get_paypage_id_Discover_issuingBank","","2025-11-10T17:24:55.631Z","Mercedes Hung","","","","","TokenVault v2","","","Normal","Active","","","","","","Case (text)","2025-11-10T18:35:38.611Z","Mercedes Hung"
"167798","TM167798_TokenVaultAPI_PayPage_POST_get_paypage_id_Amex_Declined_Cvv","","2025-11-10T17:25:08.855Z","Mercedes Hung","","","","","TokenVault v2","","","Normal","Active","","","","","","Case (text)","2025-11-10T18:35:56.531Z","Mercedes Hung"
"176904","TM176904_TokenVaultAPI_PayPage_POST_v2_CNP_Charge","","2026-01-02T21:55:21.970Z","Mercedes Hung","","","","","TokenVault v2","","","Normal","Active","","","","","","Case (text)","2026-01-02T21:55:43.550Z","Mercedes Hung"
"176905","TM176905_TokenVaultAPI_PayPage_POST_v2_CNP_Authorize","","2026-01-02T21:56:30.624Z","Mercedes Hung","","","","","TokenVault v2","","","Normal","Active","","","","","","Case (text)","2026-01-02T21:56:48.987Z","Mercedes Hung"
"12764","Verify that, Submerchataccount is added in /provisioning/create-sub-merchant API","","2024-11-08T19:25:32.543Z","Radhika Kandoori","","","","","PAY-641 -Handle Transactions Based on Merchant's Account State","","PAY-641","Normal","Active","Passed","2024-11-12T22:22:35.918Z","","","","Case (text)","2024-11-08T21:24:38.911Z","Radhika Kandoori"
"12765","Verify that , PaymentProcessor and Acountstate  pareameters has added into SubMerchantAccounts section","","2024-11-08T19:26:43.095Z","Radhika Kandoori","","","","","PAY-641 -Handle Transactions Based on Merchant's Account State","","PAY-641","Normal","Active","Passed","2024-11-12T22:22:35.918Z","","","","Case (text)","2024-11-08T21:24:38.911Z","Radhika Kandoori"
"12766","Verify that, [Payments].[SubMerchantAccounts] table is updated with corresponding processorid while create a submerchant","","2024-11-08T20:52:10.740Z","Radhika Kandoori","","","","","PAY-641 -Handle Transactions Based on Merchant's Account State","","PAY-641","Normal","Active","Passed","2024-11-12T22:22:35.918Z","","","","Case (text)","2024-11-08T21:24:38.911Z","Radhika Kandoori"
"12767","Verify that, [Payments].[SubMerchantAccounts] table is updated with corresponding processorid while update a submerchant","","2024-11-08T20:52:28.197Z","Radhika Kandoori","","","","","PAY-641 -Handle Transactions Based on Merchant's Account State","","PAY-641","Normal","Active","Passed","2024-11-12T22:22:35.918Z","","","","Case (text)","2024-11-08T21:24:38.911Z","Radhika Kandoori"
"12768","Verify that, [Payments].[SubMerchantAccounts] table is updated with corresponding accountid while create a submerchant","","2024-11-08T20:52:42.669Z","Radhika Kandoori","","","","","PAY-641 -Handle Transactions Based on Merchant's Account State","","PAY-641","Normal","Active","Passed","2024-11-12T22:22:35.918Z","","","","Case (text)","2024-11-08T21:24:38.911Z","Radhika Kandoori"
"12769","Verify that, [Payments].[SubMerchantAccounts] table is updated with corresponding accountid while update a submerchant","","2024-11-08T20:52:53.803Z","Radhika Kandoori","","","","","PAY-641 -Handle Transactions Based on Merchant's Account State","","PAY-641","Normal","Active","Passed","2024-11-12T22:22:35.918Z","","","","Case (text)","2024-11-08T21:24:38.911Z","Radhika Kandoori"
"12770","Verify that, [Payments].[SubMerchants] has funidingenabled is 1 when create a submerchant with ""FundingEnabled"": true","","2024-11-08T20:54:33.273Z","Radhika Kandoori","","","","","PAY-641 -Handle Transactions Based on Merchant's Account State","","PAY-641","Normal","Active","Passed","2024-11-12T22:22:35.918Z","","","","Case (text)","2024-11-08T21:24:38.911Z","Radhika Kandoori"
"12771","Verify that, [Payments].[SubMerchants] has funidingenabled is 0 when create a submerchant with ""FundingEnabled"": false","","2024-11-08T20:54:38.829Z","Radhika Kandoori","","","","","PAY-641 -Handle Transactions Based on Merchant's Account State","","PAY-641","Normal","Active","Passed","2024-11-12T22:22:35.918Z","","","","Case (text)","2024-11-08T21:24:38.911Z","Radhika Kandoori"
"12772","Verify that, [Payments].[SubMerchants] has enabled is 1 when create a submerchant with ""SubMerchantEnabled"": true","","2024-11-08T20:55:13.038Z","Radhika Kandoori","","","","","PAY-641 -Handle Transactions Based on Merchant's Account State","","PAY-641","Normal","Active","Passed","2024-11-12T22:22:35.918Z","","","","Case (text)","2024-11-08T21:24:38.911Z","Radhika Kandoori"
"12773","Verify that, [Payments].[SubMerchants] has enabled is 0 when create a submerchant with ""SubMerchantEnabled"": false","","2024-11-08T20:55:33.685Z","Radhika Kandoori","","","","","PAY-641 -Handle Transactions Based on Merchant's Account State","","PAY-641","Normal","Active","Passed","2024-11-12T22:22:35.918Z","","","","Case (text)","2024-11-08T21:24:38.911Z","Radhika Kandoori"
"12790","Verify that,  /provisioning/create-sub-merchant API is able to get an error when payment processor not between 0 and 3","","2024-11-11T23:25:03.615Z","Radhika Kandoori","","","","","PAY-641 -Handle Transactions Based on Merchant's Account State","","PAY-641","Normal","Active","Passed","2024-11-12T22:22:35.918Z","","","","Case (text)","2024-11-11T23:25:47.754Z","Radhika Kandoori"
"12791","Verify that,  /provisioning/create-sub-merchant API is able to get an error when A ccountstate is not between 0 and 2","","2024-11-11T23:26:11.767Z","Radhika Kandoori","","","","","PAY-641 -Handle Transactions Based on Merchant's Account State","","PAY-641","Normal","Active","Passed","2024-11-12T22:22:35.918Z","","","","Case (text)","2024-11-11T23:26:28.871Z","Radhika Kandoori"
"12774","Valid Transaction Below Limit","","2024-11-11T18:50:07.589Z","Ana Paula","<p>Verify that a transaction below the set limit is successfully processed.</p><p><strong>Preconditions:</strong> Transaction limit is set to ""n"" amount (via the UI).</p>","","","<p>The transaction is successfully processed without any errors, as it is below the set limit.</p>","PAY-588   Process Payment Within Transaction Limit (Testing Only)","","PAY-588","Normal","Active","Passed","2024-11-12T22:40:06.312Z","","<p>Create a transaction with an amount below the ""n"" limit amount set</p>
<p>Attempt to process the transaction.</p>","","Case (text)","2024-11-13T22:12:08.265Z","Ana Paula"
